operator_id,operator_name,factory_id,primary_shift,experience_years,skill_level,safety_training_status,attendance_rate,operator_error_factor
OPR0638,Aarav Gupta,FAC008,Morning,14.3,Senior,Certified,0.815,0.006
OPR0639,Aman Kumar,FAC008,Evening,8.0,Senior,Certified,0.861,0.006
OPR0640,Aman Nair,FAC001,Evening,5.6,Intermediate,Certified,0.814,0.016
OPR0641,Kavya Mehta,FAC002,Morning,8.4,Senior,Expired,0.971,0.026
OPR0642,Aditya Nair,FAC010,Morning,1.8,Junior,Certified,0.924,0.032
OPR0643,Ananya Verma,FAC006,Morning,13.7,Senior,Certified,0.886,0.006
OPR0644,Priya Singh,FAC001,Evening,16.5,Senior,Certified,0.891,0.006
OPR0645,Aditya Yadav,FAC001,Morning,9.6,Senior,Certified,0.953,0.006
OPR0646,Aman Verma,FAC002,Evening,10.3,Senior,Not Certified,0.772,0.026
OPR0647,Simran Patel,FAC004,Night,15.0,Senior,Certified,0.926,0.006
OPR0648,Rahul Mehta,FAC002,Evening,4.3,Intermediate,Expired,0.951,0.036
OPR0649,Rohan Yadav,FAC005,Evening,2.7,Junior,Certified,0.872,0.032
OPR0650,Ishaan Gupta,FAC007,Morning,4.2,Intermediate,Expired,0.842,0.036
OPR0651,Pooja Reddy,FAC009,Evening,15.5,Senior,Certified,0.933,0.006
OPR0652,Sai Verma,FAC005,Evening,14.6,Senior,Certified,0.843,0.006
OPR0653,Riya Singh,FAC006,Morning,0.4,Junior,Certified,0.8,0.032
OPR0654,Aman Yadav,FAC001,Evening,14.8,Senior,Not Certified,0.899,0.026
OPR0655,Ishaan Singh,FAC007,Morning,1.4,Junior,Certified,0.955,0.032
OPR0656,Kavya Nair,FAC008,Night,12.1,Senior,Certified,0.99,0.006
OPR0657,Vivaan Yadav,FAC009,Evening,19.6,Senior,Certified,0.965,0.006
OPR0658,Meera Singh,FAC010,Night,2.2,Junior,Certified,0.878,0.032
OPR0659,Aditya Gupta,FAC002,Evening,18.2,Senior,Certified,0.764,0.006
OPR0660,Simran Patel,FAC003,Morning,12.0,Senior,Certified,0.914,0.006
OPR0661,Vivaan Gupta,FAC002,Night,16.6,Senior,Expired,0.792,0.026
OPR0662,Ishaan Gupta,FAC002,Night,6.1,Intermediate,Certified,0.921,0.016
OPR0663,Sai Verma,FAC005,Night,3.7,Intermediate,Certified,0.842,0.016
OPR0664,Aditya Patel,FAC004,Evening,11.4,Senior,Certified,0.79,0.006
OPR0665,Priya Verma,FAC005,Evening,0.5,Junior,Certified,0.953,0.032
OPR0666,Meera Verma,FAC003,Night,1.2,Junior,Certified,0.862,0.032
OPR0667,Priya Nair,FAC004,Evening,13.5,Senior,Certified,0.829,0.006
OPR0668,Rahul Gupta,FAC001,Morning,8.4,Senior,Not Certified,0.818,0.026
OPR0669,Ananya Verma,FAC002,Evening,18.6,Senior,Certified,0.961,0.006
OPR0670,Pooja Verma,FAC005,Morning,10.2,Senior,Certified,0.837,0.006
OPR0671,Neha Mehta,FAC002,Evening,18.5,Senior,Certified,0.951,0.006
OPR0672,Kavya Gupta,FAC003,Evening,0.6,Junior,Expired,0.959,0.052
OPR0673,Riya Gupta,FAC006,Night,1.1,Junior,Expired,0.785,0.052
OPR0674,Sai Verma,FAC010,Morning,9.2,Senior,Expired,0.895,0.026
OPR0675,Ishaan Singh,FAC003,Evening,9.1,Senior,Certified,0.834,0.006
OPR0676,Riya Singh,FAC001,Night,18.7,Senior,Certified,0.789,0.006
OPR0677,Rohan Reddy,FAC010,Morning,4.7,Intermediate,Certified,0.843,0.016
OPR0678,Vikram Yadav,FAC003,Morning,8.5,Senior,Certified,0.94,0.006
OPR0679,Vikram Mehta,FAC008,Night,11.5,Senior,Expired,0.807,0.026
OPR0680,Aman Yadav,FAC005,Morning,9.6,Senior,Expired,0.915,0.026
OPR0681,Aditya Mehta,FAC002,Night,9.3,Senior,Certified,0.912,0.006
OPR0682,Simran Singh,FAC006,Morning,5.9,Intermediate,Certified,0.896,0.016
OPR0683,Neha Gupta,FAC007,Morning,2.1,Junior,Certified,0.83,0.032
OPR0684,Riya Verma,FAC006,Morning,8.8,Senior,Expired,0.8,0.026
OPR0685,Nitin Nair,FAC007,Morning,5.1,Intermediate,Certified,0.807,0.016
OPR0686,Kavya Singh,FAC005,Morning,17.5,Senior,Certified,0.993,0.006
OPR0687,Meera Yadav,FAC008,Morning,14.9,Senior,Certified,0.807,0.006
OPR0688,Meera Sharma,FAC009,Evening,3.9,Intermediate,Certified,0.862,0.016
OPR0689,Priya Verma,FAC010,Evening,8.4,Senior,Certified,0.958,0.006
OPR0690,Kavya Patel,FAC006,Morning,14.6,Senior,Certified,0.923,0.006
OPR0691,Aman Yadav,FAC006,Evening,14.2,Senior,Certified,0.846,0.006
OPR0692,Aditya Nair,FAC010,Morning,16.8,Senior,Certified,0.909,0.006
OPR0693,Arjun Patel,FAC003,Night,14.6,Senior,Certified,0.902,0.006
OPR0694,Aditya Gupta,FAC006,Evening,1.2,Junior,Certified,0.789,0.032
OPR0695,Vivaan Verma,FAC005,Morning,5.5,Intermediate,Certified,0.852,0.016
OPR0696,Arjun Verma,FAC002,Evening,13.7,Senior,Certified,0.83,0.006
OPR0697,Simran Mehta,FAC007,Night,1.1,Junior,Certified,0.92,0.032
OPR0698,Rahul Reddy,FAC010,Night,5.2,Intermediate,Certified,0.84,0.016
OPR0699,Aman Yadav,FAC006,Night,14.9,Senior,Certified,0.797,0.006
OPR0700,Aman Patel,FAC001,Morning,7.3,Intermediate,Not Certified,0.895,0.036
OPR0701,Karan Singh,FAC002,Evening,10.9,Senior,Certified,0.761,0.006
OPR0702,Vivaan Singh,FAC001,Evening,10.5,Senior,Certified,0.901,0.006
OPR0703,Rahul Mehta,FAC004,Evening,16.8,Senior,Certified,0.795,0.006
OPR0704,Sai Nair,FAC001,Morning,7.4,Intermediate,Certified,0.918,0.016
OPR0705,Sai Singh,FAC007,Evening,17.6,Senior,Certified,0.844,0.006
OPR0706,Meera Sharma,FAC005,Morning,7.8,Intermediate,Certified,0.809,0.016
OPR0707,Simran Patel,FAC008,Evening,7.7,Intermediate,Expired,0.838,0.036
OPR0708,Vikram Patel,FAC003,Night,3.0,Intermediate,Certified,0.876,0.016
OPR0709,Arjun Verma,FAC003,Morning,1.1,Junior,Certified,0.939,0.032
OPR0710,Aditya Singh,FAC007,Morning,10.5,Senior,Certified,0.825,0.006
OPR0711,Simran Patel,FAC010,Morning,15.9,Senior,Certified,0.977,0.006
OPR0712,Neha Singh,FAC002,Morning,5.5,Intermediate,Certified,0.912,0.016
OPR0713,Simran Yadav,FAC005,Evening,6.4,Intermediate,Certified,0.979,0.016
OPR0714,Karan Yadav,FAC006,Morning,15.0,Senior,Certified,0.907,0.006
OPR0715,Neha Verma,FAC001,Night,15.4,Senior,Certified,0.857,0.006
OPR0716,Aditya Singh,FAC005,Morning,13.8,Senior,Certified,0.974,0.006
OPR0717,Sai Gupta,FAC009,Morning,11.5,Senior,Certified,0.797,0.006
OPR0718,Kavya Kumar,FAC005,Morning,4.2,Intermediate,Certified,0.79,0.016
OPR0719,Kavya Sharma,FAC004,Evening,9.5,Senior,Expired,0.905,0.026
OPR0720,Ananya Gupta,FAC006,Night,8.4,Senior,Expired,0.833,0.026
OPR0721,Priya Patel,FAC002,Evening,6.7,Intermediate,Certified,0.873,0.016
OPR0722,Rohan Singh,FAC003,Night,10.4,Senior,Certified,0.946,0.006
OPR0723,Vikram Verma,FAC001,Evening,11.2,Senior,Expired,0.843,0.026
OPR0724,Priya Mehta,FAC006,Night,18.1,Senior,Expired,0.878,0.026
OPR0725,Nitin Yadav,FAC002,Evening,7.5,Intermediate,Certified,0.801,0.016
OPR0726,Neha Patel,FAC007,Night,1.7,Junior,Certified,0.91,0.032
OPR0727,Karan Mehta,FAC003,Night,16.4,Senior,Certified,0.923,0.006
OPR0728,Karan Singh,FAC003,Evening,5.2,Intermediate,Certified,0.851,0.016
OPR0729,Nitin Yadav,FAC004,Morning,15.3,Senior,Certified,0.813,0.006
OPR0730,Aditya Gupta,FAC004,Morning,15.4,Senior,Certified,0.902,0.006
OPR0731,Arjun Yadav,FAC009,Evening,3.8,Intermediate,Certified,0.87,0.016
OPR0732,Aditya Singh,FAC010,Evening,14.5,Senior,Certified,0.947,0.006
OPR0733,Vikram Patel,FAC010,Morning,13.7,Senior,Certified,0.769,0.006
OPR0734,Ishaan Verma,FAC001,Night,12.8,Senior,Certified,0.874,0.006
OPR0735,Rahul Mehta,FAC005,Morning,1.9,Junior,Certified,0.763,0.032
OPR0736,Ishaan Yadav,FAC005,Morning,16.0,Senior,Certified,0.915,0.006
OPR0737,Neha Yadav,FAC003,Morning,9.0,Senior,Expired,0.779,0.026
OPR0738,Riya Patel,FAC003,Evening,19.9,Senior,Expired,0.909,0.026
OPR0739,Meera Patel,FAC006,Evening,6.7,Intermediate,Certified,0.857,0.016
OPR0740,Arjun Sharma,FAC005,Evening,10.6,Senior,Certified,0.854,0.006
OPR0741,Meera Reddy,FAC006,Evening,9.7,Senior,Certified,0.817,0.006
OPR0742,Kavya Nair,FAC002,Morning,2.2,Junior,Certified,0.76,0.032
OPR0743,Neha Nair,FAC010,Morning,2.8,Junior,Certified,0.835,0.032
OPR0744,Arjun Mehta,FAC002,Evening,3.6,Intermediate,Certified,0.785,0.016
OPR0745,Ananya Reddy,FAC003,Morning,18.4,Senior,Certified,0.84,0.006
OPR0746,Ishaan Yadav,FAC006,Night,1.7,Junior,Not Certified,0.905,0.052
OPR0747,Simran Gupta,FAC003,Evening,9.8,Senior,Expired,0.99,0.026
OPR0748,Arjun Patel,FAC006,Night,17.8,Senior,Certified,0.981,0.006
OPR0749,Vivaan Verma,FAC003,Evening,6.2,Intermediate,Certified,0.879,0.016
OPR0750,Rohan Yadav,FAC001,Evening,17.2,Senior,Certified,0.876,0.006
OPR0751,Aarav Gupta,FAC001,Evening,18.7,Senior,Certified,0.813,0.006
OPR0752,Simran Mehta,FAC010,Morning,9.3,Senior,Certified,0.789,0.006
OPR0753,Sai Mehta,FAC007,Evening,14.2,Senior,Not Certified,0.991,0.026
OPR0754,Aditya Kumar,FAC005,Night,11.0,Senior,Certified,0.761,0.006
OPR0755,Simran Gupta,FAC006,Night,7.1,Intermediate,Certified,0.845,0.016
OPR0756,Ishaan Mehta,FAC005,Evening,18.2,Senior,Certified,0.893,0.006
OPR0757,Simran Verma,FAC005,Evening,6.5,Intermediate,Certified,0.99,0.016
OPR0758,Vivaan Singh,FAC001,Night,12.2,Senior,Certified,0.897,0.006
OPR0759,Aarav Gupta,FAC006,Morning,1.7,Junior,Expired,0.824,0.052
OPR0760,Rahul Reddy,FAC008,Morning,9.9,Senior,Certified,0.916,0.006
OPR0761,Priya Mehta,FAC006,Morning,7.1,Intermediate,Certified,0.949,0.016
OPR0762,Arjun Nair,FAC006,Morning,11.1,Senior,Certified,0.994,0.006
OPR0763,Rahul Patel,FAC005,Evening,4.8,Intermediate,Certified,0.892,0.016
OPR0764,Rohan Mehta,FAC009,Morning,7.5,Intermediate,Certified,0.777,0.016
OPR0765,Nitin Kumar,FAC002,Morning,10.2,Senior,Certified,0.809,0.006
OPR0766,Simran Nair,FAC005,Morning,8.4,Senior,Expired,0.784,0.026
OPR0767,Vikram Reddy,FAC009,Morning,9.6,Senior,Certified,0.971,0.006
OPR0768,Kavya Kumar,FAC003,Night,15.2,Senior,Certified,0.775,0.006
OPR0769,Ananya Gupta,FAC003,Evening,14.0,Senior,Certified,0.842,0.006
OPR0770,Vivaan Reddy,FAC001,Evening,2.7,Junior,Certified,0.899,0.032
OPR0771,Aarav Kumar,FAC004,Morning,14.2,Senior,Certified,0.991,0.006
OPR0772,Pooja Yadav,FAC004,Night,2.4,Junior,Expired,0.774,0.052
OPR0773,Neha Mehta,FAC008,Evening,13.2,Senior,Not Certified,0.911,0.026
OPR0774,Arjun Verma,FAC008,Morning,7.9,Intermediate,Certified,0.907,0.016
OPR0775,Aarav Mehta,FAC005,Evening,15.1,Senior,Certified,0.943,0.006
OPR0776,Aman Nair,FAC007,Evening,7.0,Intermediate,Certified,0.768,0.016
OPR0777,Aditya Patel,FAC004,Morning,3.3,Intermediate,Certified,0.822,0.016
OPR0778,Vivaan Patel,FAC009,Morning,18.7,Senior,Certified,0.958,0.006
OPR0779,Vikram Yadav,FAC001,Night,14.8,Senior,Certified,0.94,0.006
OPR0780,Riya Singh,FAC010,Night,5.5,Intermediate,Certified,0.837,0.016
OPR0781,Aarav Gupta,FAC003,Evening,11.4,Senior,Certified,0.811,0.006
OPR0782,Riya Gupta,FAC005,Morning,18.3,Senior,Certified,0.84,0.006
OPR0783,Kavya Nair,FAC001,Evening,8.3,Senior,Certified,0.926,0.006
OPR0784,Arjun Kumar,FAC008,Evening,13.4,Senior,Certified,0.863,0.006
OPR0785,Rohan Singh,FAC004,Night,6.2,Intermediate,Certified,0.98,0.016
OPR0786,Karan Kumar,FAC010,Evening,1.4,Junior,Certified,0.796,0.032
OPR0787,Rahul Verma,FAC003,Night,8.5,Senior,Expired,0.984,0.026
OPR0788,Aman Verma,FAC002,Morning,16.2,Senior,Certified,0.774,0.006
OPR0789,Priya Singh,FAC002,Morning,17.2,Senior,Certified,0.809,0.006
OPR0790,Priya Yadav,FAC008,Morning,11.7,Senior,Certified,0.985,0.006
OPR0791,Riya Singh,FAC008,Evening,18.8,Senior,Certified,0.859,0.006
OPR0792,Ishaan Sharma,FAC010,Night,7.0,Intermediate,Certified,0.97,0.016
OPR0793,Nitin Verma,FAC009,Morning,16.0,Senior,Certified,0.962,0.006
OPR0794,Meera Singh,FAC009,Evening,18.4,Senior,Certified,0.855,0.006
OPR0795,Simran Mehta,FAC010,Evening,8.8,Senior,Certified,0.923,0.006
OPR0796,Aditya Kumar,FAC001,Morning,17.8,Senior,Not Certified,0.949,0.026
OPR0797,Vivaan Kumar,FAC005,Night,3.5,Intermediate,Certified,0.947,0.016
OPR0798,Aditya Reddy,FAC001,Morning,8.0,Senior,Certified,0.792,0.006
OPR0799,Aditya Nair,FAC002,Morning,6.5,Intermediate,Certified,0.855,0.016
OPR0800,Aman Singh,FAC003,Morning,4.4,Intermediate,Certified,0.818,0.016
OPR0801,Ananya Nair,FAC008,Night,9.9,Senior,Certified,0.993,0.006
OPR0802,Karan Patel,FAC002,Evening,7.1,Intermediate,Certified,0.898,0.016
OPR0803,Riya Kumar,FAC010,Morning,8.6,Senior,Expired,0.838,0.026
OPR0804,Pooja Mehta,FAC006,Night,13.8,Senior,Not Certified,0.807,0.026
OPR0805,Priya Kumar,FAC002,Evening,8.6,Senior,Expired,0.928,0.026
OPR0806,Nitin Sharma,FAC004,Morning,19.0,Senior,Certified,0.957,0.006
OPR0807,Rohan Verma,FAC003,Evening,7.4,Intermediate,Certified,0.992,0.016
OPR0808,Ishaan Kumar,FAC004,Night,11.7,Senior,Certified,0.807,0.006
OPR0809,Rohan Singh,FAC008,Evening,8.7,Senior,Certified,0.869,0.006
OPR0810,Karan Patel,FAC008,Morning,9.2,Senior,Certified,0.891,0.006
OPR0811,Aman Sharma,FAC004,Night,15.1,Senior,Certified,0.85,0.006
OPR0812,Riya Sharma,FAC001,Evening,6.2,Intermediate,Certified,0.906,0.016
OPR0813,Priya Sharma,FAC008,Evening,3.4,Intermediate,Certified,0.971,0.016
OPR0814,Vivaan Reddy,FAC010,Morning,8.7,Senior,Certified,0.904,0.006
OPR0815,Aman Singh,FAC003,Evening,1.8,Junior,Certified,0.807,0.032
OPR0816,Pooja Sharma,FAC009,Morning,6.3,Intermediate,Certified,0.955,0.016
OPR0817,Arjun Patel,FAC004,Evening,14.8,Senior,Expired,0.966,0.026
OPR0818,Kavya Yadav,FAC007,Night,13.0,Senior,Certified,0.959,0.006
OPR0819,Aman Reddy,FAC003,Night,3.8,Intermediate,Certified,0.784,0.016
OPR0820,Ishaan Yadav,FAC007,Night,6.8,Intermediate,Certified,0.877,0.016
OPR0821,Meera Nair,FAC005,Evening,15.2,Senior,Certified,0.931,0.006
OPR0822,Kavya Reddy,FAC001,Morning,8.9,Senior,Expired,0.88,0.026
OPR0823,Meera Sharma,FAC003,Evening,11.9,Senior,Not Certified,0.822,0.026
OPR0824,Simran Nair,FAC006,Morning,5.9,Intermediate,Certified,0.843,0.016
OPR0825,Rohan Verma,FAC010,Night,14.4,Senior,Expired,0.895,0.026
OPR0826,Aditya Singh,FAC002,Night,6.2,Intermediate,Certified,0.93,0.016
OPR0827,Ishaan Nair,FAC005,Morning,6.6,Intermediate,Certified,0.884,0.016
OPR0828,Neha Reddy,FAC008,Morning,14.0,Senior,Certified,0.858,0.006
OPR0829,Sai Sharma,FAC003,Morning,9.9,Senior,Certified,0.882,0.006
OPR0830,Riya Sharma,FAC009,Night,4.2,Intermediate,Not Certified,0.989,0.036
OPR0831,Rohan Gupta,FAC003,Morning,10.5,Senior,Not Certified,0.894,0.026
OPR0832,Aarav Kumar,FAC006,Night,14.5,Senior,Certified,0.762,0.006
OPR0833,Sai Patel,FAC007,Morning,6.0,Intermediate,Certified,0.899,0.016
OPR0834,Simran Mehta,FAC001,Evening,14.0,Senior,Certified,0.89,0.006
OPR0835,Rahul Verma,FAC008,Evening,2.8,Junior,Certified,0.936,0.032
OPR0836,Aman Nair,FAC002,Evening,3.4,Intermediate,Certified,0.92,0.016
OPR0837,Ishaan Patel,FAC002,Evening,10.9,Senior,Certified,0.823,0.006
OPR0838,Aditya Yadav,FAC008,Evening,4.8,Intermediate,Certified,0.853,0.016
OPR0839,Meera Verma,FAC001,Night,8.6,Senior,Certified,0.935,0.006
OPR0840,Aman Verma,FAC003,Morning,17.7,Senior,Certified,0.929,0.006
OPR0841,Rahul Sharma,FAC001,Evening,3.5,Intermediate,Certified,0.893,0.016
OPR0842,Kavya Patel,FAC001,Morning,13.5,Senior,Certified,0.972,0.006
OPR0843,Meera Patel,FAC005,Morning,10.3,Senior,Certified,0.768,0.006
OPR0844,Rohan Yadav,FAC002,Night,5.6,Intermediate,Certified,0.989,0.016
OPR0845,Pooja Verma,FAC008,Evening,11.7,Senior,Certified,0.879,0.006
OPR0846,Rahul Nair,FAC002,Evening,1.3,Junior,Certified,0.933,0.032
OPR0847,Aman Singh,FAC010,Morning,5.2,Intermediate,Certified,0.855,0.016
OPR0848,Priya Sharma,FAC006,Night,1.8,Junior,Certified,0.853,0.032
OPR0849,Vivaan Patel,FAC009,Night,9.7,Senior,Expired,0.899,0.026
OPR0850,Pooja Gupta,FAC002,Evening,3.4,Intermediate,Certified,0.862,0.016
OPR0851,Arjun Verma,FAC010,Morning,16.1,Senior,Certified,0.851,0.006
OPR0852,Rahul Verma,FAC005,Evening,12.9,Senior,Certified,0.819,0.006
OPR0853,Ananya Nair,FAC002,Evening,12.3,Senior,Certified,0.872,0.006
OPR0854,Aarav Mehta,FAC008,Night,18.4,Senior,Expired,0.766,0.026
OPR0855,Riya Kumar,FAC002,Morning,8.7,Senior,Certified,0.816,0.006
OPR0856,Kavya Yadav,FAC005,Morning,11.9,Senior,Certified,0.809,0.006
OPR0857,Kavya Nair,FAC002,Evening,12.1,Senior,Certified,0.779,0.006
OPR0858,Nitin Patel,FAC002,Evening,3.6,Intermediate,Certified,0.846,0.016
OPR0859,Vikram Yadav,FAC009,Morning,4.7,Intermediate,Certified,0.89,0.016
OPR0860,Priya Yadav,FAC010,Morning,9.2,Senior,Certified,0.917,0.006
OPR0861,Meera Singh,FAC001,Evening,18.3,Senior,Certified,0.918,0.006
OPR0862,Meera Patel,FAC002,Evening,19.3,Senior,Expired,0.988,0.026
OPR0863,Ananya Kumar,FAC003,Morning,7.4,Intermediate,Certified,0.776,0.016
OPR0864,Pooja Yadav,FAC009,Morning,0.4,Junior,Certified,0.9,0.032
OPR0865,Karan Singh,FAC002,Morning,14.5,Senior,Certified,0.804,0.006
OPR0866,Arjun Verma,FAC004,Evening,11.7,Senior,Certified,0.835,0.006
OPR0867,Karan Mehta,FAC001,Morning,2.6,Junior,Certified,0.841,0.032
OPR0868,Ananya Kumar,FAC007,Evening,16.1,Senior,Certified,0.812,0.006
OPR0869,Riya Mehta,FAC007,Evening,3.0,Intermediate,Certified,0.816,0.016
OPR0870,Neha Gupta,FAC007,Morning,3.6,Intermediate,Certified,0.854,0.016
OPR0871,Vivaan Yadav,FAC005,Night,0.5,Junior,Certified,0.859,0.032
OPR0872,Arjun Verma,FAC009,Morning,12.7,Senior,Certified,0.994,0.006
OPR0873,Rahul Singh,FAC003,Evening,17.0,Senior,Expired,0.799,0.026
OPR0874,Rahul Nair,FAC002,Evening,1.2,Junior,Certified,0.893,0.032
OPR0875,Sai Kumar,FAC010,Morning,8.1,Senior,Certified,0.856,0.006
OPR0876,Neha Gupta,FAC009,Morning,13.3,Senior,Certified,0.848,0.006
OPR0877,Aditya Reddy,FAC010,Evening,7.0,Intermediate,Certified,0.859,0.016
OPR0878,Sai Yadav,FAC005,Morning,5.8,Intermediate,Certified,0.87,0.016
OPR0879,Ishaan Mehta,FAC005,Morning,5.2,Intermediate,Certified,0.982,0.016
OPR0880,Nitin Mehta,FAC006,Evening,15.1,Senior,Expired,0.857,0.026
OPR0881,Sai Sharma,FAC007,Night,10.4,Senior,Certified,0.884,0.006
OPR0882,Aditya Nair,FAC010,Evening,14.8,Senior,Certified,0.867,0.006
OPR0883,Karan Yadav,FAC003,Evening,1.3,Junior,Expired,0.99,0.052
OPR0884,Sai Yadav,FAC008,Morning,19.3,Senior,Certified,0.838,0.006
OPR0885,Ishaan Reddy,FAC003,Morning,13.5,Senior,Certified,0.942,0.006
OPR0886,Vikram Gupta,FAC006,Evening,10.2,Senior,Certified,0.99,0.006
OPR0887,Riya Mehta,FAC004,Morning,11.0,Senior,Certified,0.831,0.006
OPR0888,Karan Verma,FAC006,Morning,10.6,Senior,Not Certified,0.767,0.026
OPR0889,Vivaan Verma,FAC006,Evening,19.1,Senior,Certified,0.85,0.006
OPR0890,Meera Yadav,FAC003,Night,4.9,Intermediate,Certified,0.911,0.016
OPR0891,Ishaan Singh,FAC003,Night,3.5,Intermediate,Certified,0.787,0.016
OPR0892,Karan Singh,FAC006,Evening,4.1,Intermediate,Certified,0.922,0.016
OPR0893,Simran Reddy,FAC010,Night,8.6,Senior,Certified,0.809,0.006
OPR0894,Arjun Singh,FAC009,Evening,5.8,Intermediate,Expired,0.913,0.036
OPR0895,Sai Patel,FAC001,Morning,11.8,Senior,Certified,0.84,0.006
OPR0896,Priya Singh,FAC010,Evening,5.7,Intermediate,Certified,0.784,0.016
OPR0897,Rohan Patel,FAC004,Evening,16.5,Senior,Certified,0.854,0.006
OPR0898,Aditya Sharma,FAC008,Morning,11.5,Senior,Certified,0.783,0.006
OPR0899,Vivaan Gupta,FAC001,Night,19.8,Senior,Certified,0.984,0.006
OPR0900,Rahul Mehta,FAC002,Morning,1.4,Junior,Certified,0.796,0.032
OPR0901,Nitin Sharma,FAC004,Evening,7.0,Intermediate,Certified,0.921,0.016
OPR0902,Vivaan Verma,FAC002,Evening,5.1,Intermediate,Certified,0.9,0.016
OPR0903,Meera Kumar,FAC002,Evening,8.0,Senior,Expired,0.91,0.026
OPR0904,Nitin Singh,FAC003,Morning,0.3,Junior,Expired,0.81,0.052
OPR0905,Riya Mehta,FAC005,Morning,15.4,Senior,Certified,0.928,0.006
OPR0906,Vikram Sharma,FAC005,Evening,11.8,Senior,Certified,0.88,0.006
OPR0907,Rohan Yadav,FAC003,Night,9.1,Senior,Certified,0.953,0.006
OPR0908,Vivaan Mehta,FAC002,Evening,2.2,Junior,Not Certified,0.828,0.052
OPR0909,Ishaan Verma,FAC005,Night,6.6,Intermediate,Not Certified,0.864,0.036
OPR0910,Pooja Singh,FAC006,Night,15.1,Senior,Certified,0.94,0.006
OPR0911,Pooja Gupta,FAC005,Morning,7.1,Intermediate,Certified,0.87,0.016
OPR0912,Meera Mehta,FAC001,Night,19.5,Senior,Certified,0.971,0.006
OPR0913,Priya Verma,FAC004,Evening,11.8,Senior,Certified,0.938,0.006
OPR0914,Ananya Gupta,FAC007,Evening,10.4,Senior,Expired,0.871,0.026
OPR0915,Vivaan Kumar,FAC007,Evening,2.4,Junior,Certified,0.975,0.032
OPR0916,Sai Gupta,FAC003,Morning,15.1,Senior,Certified,0.837,0.006
OPR0917,Meera Kumar,FAC005,Evening,3.3,Intermediate,Certified,0.812,0.016
OPR0918,Kavya Sharma,FAC005,Evening,17.9,Senior,Certified,0.974,0.006
OPR0919,Karan Yadav,FAC010,Morning,9.6,Senior,Certified,0.943,0.006
OPR0920,Karan Yadav,FAC003,Night,2.1,Junior,Expired,0.873,0.052
OPR0921,Karan Verma,FAC010,Night,2.3,Junior,Certified,0.777,0.032
OPR0922,Arjun Verma,FAC001,Night,13.6,Senior,Certified,0.837,0.006
OPR0923,Simran Nair,FAC004,Morning,13.2,Senior,Certified,0.766,0.006
OPR0924,Rahul Nair,FAC001,Morning,9.3,Senior,Certified,0.889,0.006
OPR0925,Ananya Reddy,FAC002,Evening,7.4,Intermediate,Certified,0.765,0.016
OPR0926,Vivaan Patel,FAC008,Evening,8.3,Senior,Certified,0.899,0.006
OPR0927,Priya Yadav,FAC007,Night,13.4,Senior,Certified,0.76,0.006
OPR0928,Rahul Yadav,FAC004,Night,2.8,Junior,Certified,0.799,0.032
OPR0929,Ananya Reddy,FAC003,Morning,2.3,Junior,Certified,0.768,0.032
OPR0930,Vikram Verma,FAC003,Morning,2.4,Junior,Certified,0.93,0.032
OPR0931,Riya Sharma,FAC002,Night,12.7,Senior,Certified,0.825,0.006
OPR0932,Vivaan Mehta,FAC008,Evening,17.8,Senior,Certified,0.978,0.006
OPR0933,Simran Nair,FAC006,Evening,7.6,Intermediate,Certified,0.987,0.016
OPR0934,Aman Patel,FAC005,Night,9.2,Senior,Expired,0.797,0.026
OPR0935,Aditya Patel,FAC001,Night,17.3,Senior,Certified,0.778,0.006
OPR0936,Aman Sharma,FAC009,Night,1.8,Junior,Certified,0.882,0.032
OPR0937,Vivaan Singh,FAC006,Evening,14.3,Senior,Certified,0.992,0.006
OPR0938,Ananya Singh,FAC007,Night,9.8,Senior,Certified,0.777,0.006
OPR0939,Ananya Sharma,FAC001,Night,1.8,Junior,Certified,0.99,0.032
OPR0940,Nitin Gupta,FAC003,Night,6.7,Intermediate,Certified,0.856,0.016
OPR0941,Ishaan Kumar,FAC008,Morning,10.8,Senior,Certified,0.865,0.006
OPR0942,Simran Sharma,FAC003,Morning,4.1,Intermediate,Certified,0.795,0.016
OPR0943,Rohan Sharma,FAC004,Morning,18.7,Senior,Certified,0.893,0.006
OPR0944,Nitin Mehta,FAC008,Morning,16.2,Senior,Certified,0.892,0.006
OPR0945,Priya Nair,FAC010,Evening,15.2,Senior,Expired,0.918,0.026
OPR0946,Aarav Gupta,FAC009,Morning,3.6,Intermediate,Certified,0.854,0.016
OPR0947,Neha Mehta,FAC005,Morning,1.2,Junior,Certified,0.798,0.032
OPR0948,Priya Verma,FAC009,Evening,13.1,Senior,Certified,0.92,0.006
OPR0949,Simran Mehta,FAC004,Night,6.6,Intermediate,Certified,0.915,0.016
OPR0950,Aman Patel,FAC007,Evening,8.5,Senior,Certified,0.925,0.006
OPR0951,Vikram Yadav,FAC002,Evening,1.0,Junior,Certified,0.856,0.032
OPR0952,Neha Singh,FAC001,Morning,17.9,Senior,Certified,0.994,0.006
OPR0953,Kavya Nair,FAC005,Night,5.9,Intermediate,Certified,0.939,0.016
OPR0954,Meera Singh,FAC005,Evening,14.3,Senior,Certified,0.791,0.006
OPR0955,Meera Gupta,FAC005,Morning,7.2,Intermediate,Certified,0.763,0.016
OPR0956,Pooja Nair,FAC003,Night,1.8,Junior,Certified,0.927,0.032
